"VarName","TimeString","VarValue","Validity","Time_ms"
"$RT_OFF$","12/8/2025 9:15:43 PM",0,2,45999885914.3287
"setpoint","12/8/2025 9:17:02 PM",100,1,45999886823.4954
"level","12/8/2025 9:17:02 PM",92.03559,1,45999886823.4954
"kp","12/8/2025 9:17:02 PM",4,1,45999886823.4954
"ti","12/8/2025 9:17:02 PM",0,1,45999886823.4954
"td","12/8/2025 9:17:02 PM",0,1,45999886823.4954
"setpoint","12/8/2025 9:17:07 PM",100,1,45999886881.713
"level","12/8/2025 9:17:07 PM",92.02474,1,45999886881.713
"kp","12/8/2025 9:17:07 PM",4,1,45999886881.713
"ti","12/8/2025 9:17:07 PM",0,1,45999886881.713
"td","12/8/2025 9:17:07 PM",0,1,45999886881.713
"setpoint","12/8/2025 9:17:12 PM",100,1,45999886944.838
"level","12/8/2025 9:17:12 PM",92.02474,1,45999886944.838
"kp","12/8/2025 9:17:12 PM",4,1,45999886944.838
"ti","12/8/2025 9:17:12 PM",0,1,45999886944.838
"td","12/8/2025 9:17:12 PM",0,1,45999886944.838
"setpoint","12/8/2025 9:17:17 PM",100,1,45999887007.9977
"level","12/8/2025 9:17:17 PM",92.02474,1,45999887007.9977
"kp","12/8/2025 9:17:17 PM",4,1,45999887007.9977
"ti","12/8/2025 9:17:17 PM",0,1,45999887007.9977
"td","12/8/2025 9:17:17 PM",0,1,45999887007.9977
"setpoint","12/8/2025 9:17:23 PM",100,1,45999887071.331
"level","12/8/2025 9:17:23 PM",92.02474,1,45999887071.331
"kp","12/8/2025 9:17:23 PM",4,1,45999887071.331
"ti","12/8/2025 9:17:23 PM",0,1,45999887071.331
"td","12/8/2025 9:17:23 PM",0,1,45999887071.331
"setpoint","12/8/2025 9:17:28 PM",100,1,45999887132.9514
"level","12/8/2025 9:17:28 PM",92.02474,1,45999887132.9514
"kp","12/8/2025 9:17:28 PM",4,1,45999887132.9514
"ti","12/8/2025 9:17:28 PM",0,1,45999887132.9514
"td","12/8/2025 9:17:28 PM",0,1,45999887132.9514
"setpoint","12/8/2025 9:17:33 PM",100,1,45999887191.088
"level","12/8/2025 9:17:33 PM",92.02474,1,45999887191.088
"kp","12/8/2025 9:17:33 PM",4,1,45999887191.088
"ti","12/8/2025 9:17:33 PM",0,1,45999887191.088
"td","12/8/2025 9:17:33 PM",0,1,45999887191.088
"setpoint","12/8/2025 9:17:38 PM",100,1,45999887249.294
"level","12/8/2025 9:17:38 PM",92.03559,1,45999887249.294
"kp","12/8/2025 9:17:38 PM",5,1,45999887249.294
"ti","12/8/2025 9:17:38 PM",0,1,45999887249.294
"td","12/8/2025 9:17:38 PM",0,1,45999887249.294
"setpoint","12/8/2025 9:17:43 PM",100,1,45999887307.4421
"level","12/8/2025 9:17:43 PM",94.39019,1,45999887307.4421
"kp","12/8/2025 9:17:43 PM",5,1,45999887307.4421
"ti","12/8/2025 9:17:43 PM",0,1,45999887307.4421
"td","12/8/2025 9:17:43 PM",0,1,45999887307.4421
"setpoint","12/8/2025 9:17:48 PM",100,1,45999887365.6134
"level","12/8/2025 9:17:48 PM",93.34853,1,45999887365.6134
"kp","12/8/2025 9:17:48 PM",5,1,45999887365.6134
"ti","12/8/2025 9:17:48 PM",0,1,45999887365.6134
"td","12/8/2025 9:17:48 PM",0,1,45999887365.6134
"setpoint","12/8/2025 9:17:53 PM",100,1,45999887423.7847
"level","12/8/2025 9:17:53 PM",93.46789,1,45999887423.7847
"kp","12/8/2025 9:17:53 PM",5,1,45999887423.7847
"ti","12/8/2025 9:17:53 PM",0,1,45999887423.7847
"td","12/8/2025 9:17:53 PM",0,1,45999887423.7847
"setpoint","12/8/2025 9:17:58 PM",100,1,45999887482.0023
"level","12/8/2025 9:17:58 PM",93.75,1,45999887482.0023
"kp","12/8/2025 9:17:58 PM",5,1,45999887482.0023
"ti","12/8/2025 9:17:58 PM",0,1,45999887482.0023
"td","12/8/2025 9:17:58 PM",0,1,45999887482.0023
"setpoint","12/8/2025 9:18:03 PM",100,1,45999887540.1736
"level","12/8/2025 9:18:03 PM",93.42448,1,45999887540.1736
"kp","12/8/2025 9:18:03 PM",6,1,45999887540.1736
"ti","12/8/2025 9:18:03 PM",0,1,45999887540.1736
"td","12/8/2025 9:18:03 PM",0,1,45999887540.1736
"setpoint","12/8/2025 9:18:08 PM",100,1,45999887598.3449
"level","12/8/2025 9:18:08 PM",95.33421,1,45999887598.3449
"kp","12/8/2025 9:18:08 PM",6,1,45999887598.3449
"ti","12/8/2025 9:18:08 PM",0,1,45999887598.3449
"td","12/8/2025 9:18:08 PM",0,1,45999887598.3449
"setpoint","12/8/2025 9:18:14 PM",100,1,45999887656.4931
"level","12/8/2025 9:18:14 PM",94.35764,1,45999887656.4931
"kp","12/8/2025 9:18:14 PM",6,1,45999887656.4931
"ti","12/8/2025 9:18:14 PM",0,1,45999887656.4931
"td","12/8/2025 9:18:14 PM",0,1,45999887656.4931
"setpoint","12/8/2025 9:18:19 PM",100,1,45999887714.6528
"level","12/8/2025 9:18:19 PM",94.50954,1,45999887714.6528
"kp","12/8/2025 9:18:19 PM",6,1,45999887714.6528
"ti","12/8/2025 9:18:19 PM",0,1,45999887714.6528
"td","12/8/2025 9:18:19 PM",0,1,45999887714.6528
"setpoint","12/8/2025 9:18:24 PM",100,1,45999887772.8588
"level","12/8/2025 9:18:24 PM",94.88932,1,45999887772.8588
"kp","12/8/2025 9:18:24 PM",6,1,45999887772.8588
"ti","12/8/2025 9:18:24 PM",0,1,45999887772.8588
"td","12/8/2025 9:18:24 PM",0,1,45999887772.8588
"setpoint","12/8/2025 9:18:29 PM",100,1,45999887830.9954
"level","12/8/2025 9:18:29 PM",94.28168,1,45999887830.9954
"kp","12/8/2025 9:18:29 PM",6,1,45999887830.9954
"ti","12/8/2025 9:18:29 PM",0,1,45999887830.9954
"td","12/8/2025 9:18:29 PM",0,1,45999887830.9954
"setpoint","12/8/2025 9:18:34 PM",100,1,45999887889.1319
"level","12/8/2025 9:18:34 PM",95.13889,1,45999887889.1319
"kp","12/8/2025 9:18:34 PM",7,1,45999887889.1319
"ti","12/8/2025 9:18:34 PM",0,1,45999887889.1319
"td","12/8/2025 9:18:34 PM",0,1,45999887889.1319
"setpoint","12/8/2025 9:18:39 PM",100,1,45999887947.2917
"level","12/8/2025 9:18:39 PM",95.75738,1,45999887947.2917
"kp","12/8/2025 9:18:39 PM",7,1,45999887947.2917
"ti","12/8/2025 9:18:39 PM",0,1,45999887947.2917
"td","12/8/2025 9:18:39 PM",0,1,45999887947.2917
"setpoint","12/8/2025 9:18:44 PM",100,1,45999888007.8472
"level","12/8/2025 9:18:44 PM",94.86762,1,45999888007.8472
"kp","12/8/2025 9:18:44 PM",7,1,45999888007.8472
"ti","12/8/2025 9:18:44 PM",0,1,45999888007.8472
"td","12/8/2025 9:18:44 PM",0,1,45999888007.8472
"setpoint","12/8/2025 9:18:49 PM",100,1,45999888066.007
"level","12/8/2025 9:18:49 PM",95.88759,1,45999888066.007
"kp","12/8/2025 9:18:49 PM",7,1,45999888066.007
"ti","12/8/2025 9:18:49 PM",0,1,45999888066.007
"td","12/8/2025 9:18:49 PM",0,1,45999888066.007
"setpoint","12/8/2025 9:18:54 PM",100,1,45999888124.1782
"level","12/8/2025 9:18:54 PM",94.88932,1,45999888124.1782
"kp","12/8/2025 9:18:54 PM",7,1,45999888124.1782
"ti","12/8/2025 9:18:54 PM",0,1,45999888124.1782
"td","12/8/2025 9:18:54 PM",0,1,45999888124.1782
"setpoint","12/8/2025 9:18:59 PM",100,1,45999888182.3843
"level","12/8/2025 9:18:59 PM",95.73567,1,45999888182.3843
"kp","12/8/2025 9:18:59 PM",7,1,45999888182.3843
"ti","12/8/2025 9:18:59 PM",0,1,45999888182.3843
"td","12/8/2025 9:18:59 PM",0,1,45999888182.3843
"setpoint","12/8/2025 9:19:04 PM",100,1,45999888240.544
"level","12/8/2025 9:19:04 PM",95.14973,1,45999888240.544
"kp","12/8/2025 9:19:04 PM",7,1,45999888240.544
"ti","12/8/2025 9:19:04 PM",0,1,45999888240.544
"td","12/8/2025 9:19:04 PM",0,1,45999888240.544
"setpoint","12/8/2025 9:19:09 PM",100,1,45999888302.2917
"level","12/8/2025 9:19:09 PM",95.42101,1,45999888302.2917
"kp","12/8/2025 9:19:09 PM",7,1,45999888302.2917
"ti","12/8/2025 9:19:09 PM",0,1,45999888302.2917
"td","12/8/2025 9:19:09 PM",0,1,45999888302.2917
"setpoint","12/8/2025 9:19:15 PM",100,1,45999888365.3125
"level","12/8/2025 9:19:15 PM",95.21484,1,45999888365.3125
"kp","12/8/2025 9:19:15 PM",7,1,45999888365.3125
"ti","12/8/2025 9:19:15 PM",0,1,45999888365.3125
"td","12/8/2025 9:19:15 PM",0,1,45999888365.3125
"setpoint","12/8/2025 9:19:20 PM",100,1,45999888423.5185
"level","12/8/2025 9:19:20 PM",95.36675,1,45999888423.5185
"kp","12/8/2025 9:19:20 PM",7,1,45999888423.5185
"ti","12/8/2025 9:19:20 PM",0,1,45999888423.5185
"td","12/8/2025 9:19:20 PM",0,1,45999888423.5185
"setpoint","12/8/2025 9:19:25 PM",100,1,45999888481.6782
"level","12/8/2025 9:19:25 PM",95.49696,1,45999888481.6782
"kp","12/8/2025 9:19:25 PM",7,1,45999888481.6782
"ti","12/8/2025 9:19:25 PM",0,1,45999888481.6782
"td","12/8/2025 9:19:25 PM",0,1,45999888481.6782
"setpoint","12/8/2025 9:19:30 PM",100,1,45999888539.8958
"level","12/8/2025 9:19:30 PM",95.12804,1,45999888539.8958
"kp","12/8/2025 9:19:30 PM",7,1,45999888539.8958
"ti","12/8/2025 9:19:30 PM",0,1,45999888539.8958
"td","12/8/2025 9:19:30 PM",0,1,45999888539.8958
"setpoint","12/8/2025 9:19:35 PM",100,1,45999888598.0671
"level","12/8/2025 9:19:35 PM",95.64887,1,45999888598.0671
"kp","12/8/2025 9:19:35 PM",7,1,45999888598.0671
"ti","12/8/2025 9:19:35 PM",0,1,45999888598.0671
"td","12/8/2025 9:19:35 PM",0,1,45999888598.0671
"setpoint","12/8/2025 9:19:40 PM",100,1,45999888656.2269
"level","12/8/2025 9:19:40 PM",95.06293,1,45999888656.2269
"kp","12/8/2025 9:19:40 PM",7,1,45999888656.2269
"ti","12/8/2025 9:19:40 PM",0,1,45999888656.2269
"td","12/8/2025 9:19:40 PM",0,1,45999888656.2269
"setpoint","12/8/2025 9:19:45 PM",100,1,45999888714.4444
"level","12/8/2025 9:19:45 PM",95.63802,1,45999888714.4444
"kp","12/8/2025 9:19:45 PM",7.2,1,45999888714.4444
"ti","12/8/2025 9:19:45 PM",0,1,45999888714.4444
"td","12/8/2025 9:19:45 PM",0,1,45999888714.4444
"setpoint","12/8/2025 9:19:50 PM",100,1,45999888772.662
"level","12/8/2025 9:19:50 PM",95.32335,1,45999888772.662
"kp","12/8/2025 9:19:50 PM",7.2,1,45999888772.662
"ti","12/8/2025 9:19:50 PM",0,1,45999888772.662
"td","12/8/2025 9:19:50 PM",0,1,45999888772.662
"setpoint","12/8/2025 9:19:55 PM",100,1,45999888830.8218
"level","12/8/2025 9:19:55 PM",95.61632,1,45999888830.8218
"kp","12/8/2025 9:19:55 PM",7.2,1,45999888830.8218
"ti","12/8/2025 9:19:55 PM",0,1,45999888830.8218
"td","12/8/2025 9:19:55 PM",0,1,45999888830.8218
"setpoint","12/8/2025 9:20:00 PM",100,1,45999888889.0278
"level","12/8/2025 9:20:00 PM",95.39931,1,45999888889.0278
"kp","12/8/2025 9:20:00 PM",7.2,1,45999888889.0278
"ti","12/8/2025 9:20:00 PM",0,1,45999888889.0278
"td","12/8/2025 9:20:00 PM",0,1,45999888889.0278
"setpoint","12/8/2025 9:20:05 PM",100,1,45999888947.1759
"level","12/8/2025 9:20:05 PM",95.51867,1,45999888947.1759
"kp","12/8/2025 9:20:05 PM",7.2,1,45999888947.1759
"ti","12/8/2025 9:20:05 PM",0,1,45999888947.1759
"td","12/8/2025 9:20:05 PM",0,1,45999888947.1759
"setpoint","12/8/2025 9:20:10 PM",100,1,45999889005.3356
"level","12/8/2025 9:20:10 PM",95.50781,1,45999889005.3356
"kp","12/8/2025 9:20:10 PM",7.2,1,45999889005.3356
"ti","12/8/2025 9:20:10 PM",0,1,45999889005.3356
"td","12/8/2025 9:20:10 PM",0,1,45999889005.3356
"setpoint","12/8/2025 9:20:15 PM",100,1,45999889063.4259
"level","12/8/2025 9:20:15 PM",95.42101,1,45999889063.4259
"kp","12/8/2025 9:20:15 PM",7.2,1,45999889063.4259
"ti","12/8/2025 9:20:15 PM",0,1,45999889063.4259
"td","12/8/2025 9:20:15 PM",0,1,45999889063.4259
"setpoint","12/8/2025 9:20:20 PM",100,1,45999889121.5972
"level","12/8/2025 9:20:20 PM",95.62717,1,45999889121.5972
"kp","12/8/2025 9:20:20 PM",7.2,1,45999889121.5972
"ti","12/8/2025 9:20:20 PM",0,1,45999889121.5972
"td","12/8/2025 9:20:20 PM",0,1,45999889121.5972
"setpoint","12/8/2025 9:20:25 PM",100,1,45999889179.8032
"level","12/8/2025 9:20:25 PM",95.3559,1,45999889179.8032
"kp","12/8/2025 9:20:25 PM",7.2,1,45999889179.8032
"ti","12/8/2025 9:20:25 PM",0,1,45999889179.8032
"td","12/8/2025 9:20:25 PM",0,1,45999889179.8032
"setpoint","12/8/2025 9:20:30 PM",100,1,45999889237.963
"level","12/8/2025 9:20:30 PM",95.60547,1,45999889237.963
"kp","12/8/2025 9:20:30 PM",7.2,1,45999889237.963
"ti","12/8/2025 9:20:30 PM",0,1,45999889237.963
"td","12/8/2025 9:20:30 PM",0,1,45999889237.963
"setpoint","12/8/2025 9:20:35 PM",100,1,45999889296.0532
"level","12/8/2025 9:20:35 PM",95.39931,1,45999889296.0532
"kp","12/8/2025 9:20:35 PM",7.2,1,45999889296.0532
"ti","12/8/2025 9:20:35 PM",0,1,45999889296.0532
"td","12/8/2025 9:20:35 PM",0,1,45999889296.0532
"setpoint","12/8/2025 9:20:40 PM",100,1,45999889354.1435
"level","12/8/2025 9:20:40 PM",95.54037,1,45999889354.1435
"kp","12/8/2025 9:20:40 PM",7.2,1,45999889354.1435
"ti","12/8/2025 9:20:40 PM",0,1,45999889354.1435
"td","12/8/2025 9:20:40 PM",0,1,45999889354.1435
"setpoint","12/8/2025 9:20:45 PM",100,1,45999889412.257
"level","12/8/2025 9:20:45 PM",95.47526,1,45999889412.257
"kp","12/8/2025 9:20:45 PM",7.2,1,45999889412.257
"ti","12/8/2025 9:20:45 PM",0,1,45999889412.257
"td","12/8/2025 9:20:45 PM",0,1,45999889412.257
"setpoint","12/8/2025 9:20:50 PM",100,1,45999889470.4167
"level","12/8/2025 9:20:50 PM",95.46441,1,45999889470.4167
"kp","12/8/2025 9:20:50 PM",7.2,1,45999889470.4167
"ti","12/8/2025 9:20:50 PM",0,1,45999889470.4167
"td","12/8/2025 9:20:50 PM",0,1,45999889470.4167
"setpoint","12/8/2025 9:20:55 PM",100,1,45999889528.5995
"level","12/8/2025 9:20:55 PM",95.55122,1,45999889528.5995
"kp","12/8/2025 9:20:55 PM",7.2,1,45999889528.5995
"ti","12/8/2025 9:20:55 PM",0,1,45999889528.5995
"td","12/8/2025 9:20:55 PM",0,1,45999889528.5995
"setpoint","12/8/2025 9:21:00 PM",100,1,45999889586.7361
"level","12/8/2025 9:21:00 PM",95.41016,1,45999889586.7361
"kp","12/8/2025 9:21:00 PM",7.2,1,45999889586.7361
"ti","12/8/2025 9:21:00 PM",0,1,45999889586.7361
"td","12/8/2025 9:21:00 PM",0,1,45999889586.7361
"setpoint","12/8/2025 9:21:05 PM",100,1,45999889644.8148
"level","12/8/2025 9:21:05 PM",95.57292,1,45999889644.8148
"kp","12/8/2025 9:21:05 PM",7.2,1,45999889644.8148
"ti","12/8/2025 9:21:05 PM",0,1,45999889644.8148
"td","12/8/2025 9:21:05 PM",0,1,45999889644.8148
"setpoint","12/8/2025 9:21:10 PM",100,1,45999889702.9514
"level","12/8/2025 9:21:10 PM",95.39931,1,45999889702.9514
"kp","12/8/2025 9:21:10 PM",7.2,1,45999889702.9514
"ti","12/8/2025 9:21:10 PM",0,1,45999889702.9514
"td","12/8/2025 9:21:10 PM",0,1,45999889702.9514
"setpoint","12/8/2025 9:21:15 PM",100,1,45999889761.088
"level","12/8/2025 9:21:15 PM",95.57292,1,45999889761.088
"kp","12/8/2025 9:21:15 PM",7.2,1,45999889761.088
"ti","12/8/2025 9:21:15 PM",0,1,45999889761.088
"td","12/8/2025 9:21:15 PM",0,1,45999889761.088
"setpoint","12/8/2025 9:21:20 PM",100,1,45999889819.2361
"level","12/8/2025 9:21:20 PM",95.43186,1,45999889819.2361
"kp","12/8/2025 9:21:20 PM",7.4,1,45999889819.2361
"ti","12/8/2025 9:21:20 PM",0,1,45999889819.2361
"td","12/8/2025 9:21:20 PM",0,1,45999889819.2361
"setpoint","12/8/2025 9:21:25 PM",100,1,45999889877.3495
"level","12/8/2025 9:21:25 PM",95.63802,1,45999889877.3495
"kp","12/8/2025 9:21:25 PM",7.4,1,45999889877.3495
"ti","12/8/2025 9:21:25 PM",0,1,45999889877.3495
"td","12/8/2025 9:21:25 PM",0,1,45999889877.3495
"setpoint","12/8/2025 9:21:30 PM",100,1,45999889935.544
"level","12/8/2025 9:21:30 PM",95.64887,1,45999889935.544
"kp","12/8/2025 9:21:30 PM",7.4,1,45999889935.544
"ti","12/8/2025 9:21:30 PM",0,1,45999889935.544
"td","12/8/2025 9:21:30 PM",0,1,45999889935.544
"setpoint","12/8/2025 9:21:35 PM",100,1,45999889993.7269
"level","12/8/2025 9:21:35 PM",95.50781,1,45999889993.7269
"kp","12/8/2025 9:21:35 PM",7.4,1,45999889993.7269
"ti","12/8/2025 9:21:35 PM",0,1,45999889993.7269
"td","12/8/2025 9:21:35 PM",0,1,45999889993.7269
"setpoint","12/8/2025 9:21:40 PM",100,1,45999890051.8634
"level","12/8/2025 9:21:40 PM",95.76823,1,45999890051.8634
"kp","12/8/2025 9:21:40 PM",7.4,1,45999890051.8634
"ti","12/8/2025 9:21:40 PM",0,1,45999890051.8634
"td","12/8/2025 9:21:40 PM",0,1,45999890051.8634
"setpoint","12/8/2025 9:21:46 PM",100,1,45999890109.9769
"level","12/8/2025 9:21:46 PM",95.41016,1,45999890109.9769
"kp","12/8/2025 9:21:46 PM",7.4,1,45999890109.9769
"ti","12/8/2025 9:21:46 PM",0,1,45999890109.9769
"td","12/8/2025 9:21:46 PM",0,1,45999890109.9769
"setpoint","12/8/2025 9:21:51 PM",100,1,45999890168.0671
"level","12/8/2025 9:21:51 PM",95.82248,1,45999890168.0671
"kp","12/8/2025 9:21:51 PM",7.4,1,45999890168.0671
"ti","12/8/2025 9:21:51 PM",0,1,45999890168.0671
"td","12/8/2025 9:21:51 PM",0,1,45999890168.0671
"setpoint","12/8/2025 9:21:56 PM",100,1,45999890226.2153
"level","12/8/2025 9:21:56 PM",95.39931,1,45999890226.2153
"kp","12/8/2025 9:21:56 PM",7.4,1,45999890226.2153
"ti","12/8/2025 9:21:56 PM",0,1,45999890226.2153
"td","12/8/2025 9:21:56 PM",0,1,45999890226.2153
"setpoint","12/8/2025 9:22:01 PM",100,1,45999890284.3287
"level","12/8/2025 9:22:01 PM",95.78992,1,45999890284.3287
"kp","12/8/2025 9:22:01 PM",7.4,1,45999890284.3287
"ti","12/8/2025 9:22:01 PM",0,1,45999890284.3287
"td","12/8/2025 9:22:01 PM",0,1,45999890284.3287
"setpoint","12/8/2025 9:22:06 PM",100,1,45999890342.4769
"level","12/8/2025 9:22:06 PM",95.47526,1,45999890342.4769
"kp","12/8/2025 9:22:06 PM",7.4,1,45999890342.4769
"ti","12/8/2025 9:22:06 PM",0,1,45999890342.4769
"td","12/8/2025 9:22:06 PM",0,1,45999890342.4769
"setpoint","12/8/2025 9:22:11 PM",100,1,45999890400.5903
"level","12/8/2025 9:22:11 PM",95.68142,1,45999890400.5903
"kp","12/8/2025 9:22:11 PM",7.4,1,45999890400.5903
"ti","12/8/2025 9:22:11 PM",0,1,45999890400.5903
"td","12/8/2025 9:22:11 PM",0,1,45999890400.5903
"setpoint","12/8/2025 9:22:16 PM",100,1,45999890458.75
"level","12/8/2025 9:22:16 PM",95.60547,1,45999890458.75
"kp","12/8/2025 9:22:16 PM",7.4,1,45999890458.75
"ti","12/8/2025 9:22:16 PM",0,1,45999890458.75
"td","12/8/2025 9:22:16 PM",0,1,45999890458.75
"setpoint","12/8/2025 9:22:21 PM",100,1,45999890516.875
"level","12/8/2025 9:22:21 PM",95.54037,1,45999890516.875
"kp","12/8/2025 9:22:21 PM",7.4,1,45999890516.875
"ti","12/8/2025 9:22:21 PM",0,1,45999890516.875
"td","12/8/2025 9:22:21 PM",0,1,45999890516.875
"setpoint","12/8/2025 9:22:26 PM",100,1,45999890575.0347
"level","12/8/2025 9:22:26 PM",95.74653,1,45999890575.0347
"kp","12/8/2025 9:22:26 PM",7.4,1,45999890575.0347
"ti","12/8/2025 9:22:26 PM",0,1,45999890575.0347
"td","12/8/2025 9:22:26 PM",0,1,45999890575.0347
"setpoint","12/8/2025 9:22:31 PM",100,1,45999890633.206
"level","12/8/2025 9:22:31 PM",95.42101,1,45999890633.206
"kp","12/8/2025 9:22:31 PM",7.4,1,45999890633.206
"ti","12/8/2025 9:22:31 PM",0,1,45999890633.206
"td","12/8/2025 9:22:31 PM",0,1,45999890633.206
"setpoint","12/8/2025 9:22:36 PM",100,1,45999890691.3426
"level","12/8/2025 9:22:36 PM",95.82248,1,45999890691.3426
"kp","12/8/2025 9:22:36 PM",7.4,1,45999890691.3426
"ti","12/8/2025 9:22:36 PM",0,1,45999890691.3426
"td","12/8/2025 9:22:36 PM",0,1,45999890691.3426
"setpoint","12/8/2025 9:22:41 PM",100,1,45999890749.5139
"level","12/8/2025 9:22:41 PM",95.3776,1,45999890749.5139
"kp","12/8/2025 9:22:41 PM",7.4,1,45999890749.5139
"ti","12/8/2025 9:22:41 PM",0,1,45999890749.5139
"td","12/8/2025 9:22:41 PM",0,1,45999890749.5139
"setpoint","12/8/2025 9:22:46 PM",100,1,45999890807.6852
"level","12/8/2025 9:22:46 PM",95.82248,1,45999890807.6852
"kp","12/8/2025 9:22:46 PM",7.4,1,45999890807.6852
"ti","12/8/2025 9:22:46 PM",0,1,45999890807.6852
"td","12/8/2025 9:22:46 PM",0,1,45999890807.6852
"setpoint","12/8/2025 9:22:51 PM",100,1,45999890865.8218
"level","12/8/2025 9:22:51 PM",95.43186,1,45999890865.8218
"kp","12/8/2025 9:22:51 PM",7.4,1,45999890865.8218
"ti","12/8/2025 9:22:51 PM",0,1,45999890865.8218
"td","12/8/2025 9:22:51 PM",0,1,45999890865.8218
"setpoint","12/8/2025 9:22:56 PM",100,1,45999890923.9815
"level","12/8/2025 9:22:56 PM",95.72483,1,45999890923.9815
"kp","12/8/2025 9:22:56 PM",7.4,1,45999890923.9815
"ti","12/8/2025 9:22:56 PM",0,1,45999890923.9815
"td","12/8/2025 9:22:56 PM",0,1,45999890923.9815
"setpoint","12/8/2025 9:23:01 PM",100,1,45999890982.1528
"level","12/8/2025 9:23:01 PM",95.56207,1,45999890982.1528
"kp","12/8/2025 9:23:01 PM",7.4,1,45999890982.1528
"ti","12/8/2025 9:23:01 PM",0,1,45999890982.1528
"td","12/8/2025 9:23:01 PM",0,1,45999890982.1528
"setpoint","12/8/2025 9:23:06 PM",100,1,45999891040.3009
"level","12/8/2025 9:23:06 PM",95.56207,1,45999891040.3009
"kp","12/8/2025 9:23:06 PM",7.4,1,45999891040.3009
"ti","12/8/2025 9:23:06 PM",0,1,45999891040.3009
"td","12/8/2025 9:23:06 PM",0,1,45999891040.3009
"setpoint","12/8/2025 9:23:11 PM",100,1,45999891098.4606
"level","12/8/2025 9:23:11 PM",95.72483,1,45999891098.4606
"kp","12/8/2025 9:23:11 PM",7.4,1,45999891098.4606
"ti","12/8/2025 9:23:11 PM",0,1,45999891098.4606
"td","12/8/2025 9:23:11 PM",0,1,45999891098.4606
"setpoint","12/8/2025 9:23:16 PM",100,1,45999891156.6319
"level","12/8/2025 9:23:16 PM",95.41016,1,45999891156.6319
"kp","12/8/2025 9:23:16 PM",7.4,1,45999891156.6319
"ti","12/8/2025 9:23:16 PM",0,1,45999891156.6319
"td","12/8/2025 9:23:16 PM",0,1,45999891156.6319
"setpoint","12/8/2025 9:23:21 PM",100,1,45999891214.7685
"level","12/8/2025 9:23:21 PM",95.84418,1,45999891214.7685
"kp","12/8/2025 9:23:21 PM",7.4,1,45999891214.7685
"ti","12/8/2025 9:23:21 PM",0,1,45999891214.7685
"td","12/8/2025 9:23:21 PM",0,1,45999891214.7685
